trial,standard_sqnr_db,bfp_sqnr_db
117,53.41661713993925,53.41661713993925
118,53.463530232407294,53.463530232407294
119,53.4381967446567,53.4381967446567
120,53.32610702623603,53.32610702623603
121,53.48695834107481,53.48132199458427
122,53.34501656480171,53.34501656480171
123,53.44796859767382,53.44796859767382
124,53.507033566889575,53.507033566889575
125,53.453483000807424,53.45317118420346
126,53.53540227154778,53.53676864803841
127,53.534729971896425,53.534729971896425
128,53.41787560113113,53.41787560113113
129,53.375497628624245,53.375497628624245
130,53.385797072383106,53.385797072383106
131,53.39126327968626,53.39126327968626
132,53.431474755415884,53.431474755415884
133,53.493463946706584,53.493463946706584
134,53.47264085898533,53.47264085898533
135,53.520950952666496,53.523018369529
136,53.38617747388517,53.386120432006436
137,53.51925335845763,53.51925335845763
138,53.43334549737203,53.43334549737203
139,53.428217844250426,53.42753812741627
140,53.45064934443536,53.45064934443536
141,53.44589632762119,53.44589632762119
142,53.53044587665505,53.53321672555371
143,53.4091540988494,53.4091540988494
144,53.55591542782627,53.55591542782627
145,53.3934772947015,53.3934772947015
146,53.39481697843125,53.39236983771008
147,53.363681399785385,53.363681399785385
148,53.37513274684763,53.37513274684763
149,53.45655508429664,53.45655508429664
150,53.3167173850316,53.3167173850316
151,53.446779910101384,53.446779910101384
152,53.496541791917984,53.496541791917984
153,53.392635285169874,53.392635285169874
154,53.35032964552501,53.35032964552501
155,53.5060600044309,53.5060600044309
156,53.44358241568891,53.44358241568891
157,53.41898469294361,53.41898469294361
158,53.38061741734289,53.3807789880002
159,53.505867240480384,53.50599143770098
160,53.36387542182733,53.36387542182733
161,53.49148832390299,53.49148832390299
162,53.54189880096803,53.54189880096803
163,53.557572390974045,53.557572390974045
164,53.41794150344345,53.41810884250666
165,53.531737216531,53.531737216531
166,53.50309296450146,53.50309296450146
167,53.42278437686013,53.42278437686013
168,53.53251196974093,53.53337389886413
169,53.419119080425375,53.419119080425375
170,53.43999025328611,53.43999025328611
171,53.5090512240804,53.5090512240804
172,53.463844822106175,53.463844822106175
173,53.37838639121223,53.37838639121223
174,53.52633335163201,53.524843388058905
175,53.41651528757567,53.41651528757567
176,53.51071204163907,53.51071204163907
177,53.398360779943886,53.398360779943886
178,53.46490235956897,53.46490235956897
179,53.43294453265414,53.43294453265414
180,53.30137014060753,53.30137014060753
181,53.47351626034241,53.47351626034241
182,53.518258821946276,53.518258821946276
183,53.247396607317945,53.247396607317945
184,53.42004552328821,53.42004552328821
185,53.452266728983055,53.45421175526626
186,53.33666912800275,53.33666912800275
187,53.46978474897655,53.465906888151196
188,53.474993239657664,53.474993239657664
189,53.44672489994761,53.44672489994761
190,53.235693869464995,53.235693869464995
191,53.349885394910544,53.346511940373375
192,53.45793969773286,53.45657946653429
193,53.362634872778365,53.370022854976554
194,53.41408171881451,53.410065458957106
195,53.29382800583497,53.29382800583497
196,53.3720239332932,53.3720239332932
197,53.33098071518779,53.33098071518779
198,53.502323151915434,53.502323151915434
199,53.487737679496156,53.487737679496156
